booking_id,booking_date,customer_id,customer_name,city,service_type,payment_mode,booking_amount,booking_status
4527,2025-02-05,1473,Customer_4135,Chennai,Bus,Debit Card,14291.76,Confirmed
4528,2025-04-20,4432,Customer_7734,Chennai,Bus,Debit Card,20222.14,Confirmed
4529,2025-06-26,1269,Customer_6295,Bangalore,Flight,UPI,13593.04,Confirmed
4530,2025-12-28,3044,Customer_3772,Bangalore,Train,Net Banking,11401.87,Confirmed
4531,2025-11-10,4195,Customer_7120,Kolkata,Train,Net Banking,11669.69,Confirmed
4532,2025-10-22,1693,Customer_5539,Chennai,Bus,Net Banking,557.42,Cancelled
4533,2025-12-02,5471,Customer_7990,Chennai,Flight,Net Banking,9581.05,Confirmed
4534,2025-04-07,2415,Customer_3258,Hyderabad,Train,Net Banking,23822.63,Confirmed
4535,2025-08-01,3083,Customer_6462,Delhi,Bus,Net Banking,17051.63,Confirmed
4536,2025-11-13,2235,Customer_5584,Hyderabad,Hotel,Debit Card,23023.32,Confirmed
4537,2025-05-17,4967,Customer_5552,Delhi,Flight,Credit Card,5406.43,Cancelled
4538,2025-01-06,2971,Customer_3207,Chennai,Bus,Credit Card,12533.43,Confirmed
4539,2025-04-19,1133,Customer_5623,Chennai,Train,Net Banking,1344.81,Cancelled
4540,2025-02-04,3912,Customer_7853,Pune,Bus,UPI,17087.78,Cancelled
4541,2025-02-08,5785,Customer_5389,Chennai,Bus,Debit Card,19708.4,Confirmed
4542,2025-05-30,1840,Customer_6581,Hyderabad,Hotel,UPI,18821.13,Confirmed
4543,2025-04-28,2461,Customer_6771,Bangalore,Flight,Debit Card,2625.86,Pending
4544,2025-09-18,5934,Customer_7666,Delhi,Hotel,Debit Card,6564.43,Confirmed
4545,2025-03-28,4472,Customer_7901,Kolkata,Hotel,Debit Card,16567.77,Confirmed
4546,2025-03-17,5843,Customer_2599,Pune,Hotel,UPI,19095.28,Cancelled
4547,2025-11-09,3875,Customer_4436,Hyderabad,Flight,UPI,7218.16,Confirmed
4548,2025-08-02,3509,Customer_3314,Pune,Hotel,Net Banking,10452.91,Confirmed
4549,2025-10-12,1965,Customer_1245,Chennai,Train,Debit Card,9106.02,Confirmed
4550,2025-08-27,3038,Customer_4088,Bangalore,Flight,Credit Card,611.84,Cancelled
4551,2025-06-14,5240,Customer_658,Kolkata,Train,Debit Card,14624.57,Pending
4552,2025-03-28,2850,Customer_2966,Hyderabad,Flight,Credit Card,16893.26,Pending
4553,2025-05-21,1734,Customer_1700,Delhi,Train,Net Banking,7272.67,Confirmed
4554,2025-06-09,3453,Customer_4457,Pune,Bus,Net Banking,17350.72,Confirmed
4555,2025-02-15,4016,Customer_6069,Pune,Hotel,Net Banking,6447.35,Confirmed
4556,2025-04-22,4002,Customer_3044,Pune,Train,Debit Card,18030.49,Confirmed
4557,2025-02-14,3315,Customer_6915,Chennai,Train,Debit Card,11701.09,Confirmed
4558,2025-09-04,5003,Customer_6334,Delhi,Hotel,Credit Card,21862.4,Cancelled
4559,2025-04-14,3313,Customer_6557,Pune,Hotel,Credit Card,13845.99,Confirmed
4560,2025-03-26,5623,Customer_4425,Chennai,Flight,UPI,5024.0,Confirmed
4561,2025-05-14,4163,Customer_1800,Chennai,Flight,Credit Card,20639.28,Pending
4562,2025-04-18,4319,Customer_5342,Mumbai,Train,Net Banking,19553.12,Confirmed
4563,2025-01-18,4461,Customer_5964,Delhi,Flight,Debit Card,2563.59,Confirmed
4564,2025-04-04,1429,Customer_5806,Kolkata,Hotel,UPI,1677.0,Confirmed
4565,2025-05-30,3988,Customer_6236,Bangalore,Flight,Debit Card,3839.13,Cancelled
4566,2025-09-03,4796,Customer_4536,Chennai,Flight,Net Banking,21210.22,Cancelled
4567,2025-10-16,2596,Customer_7274,Bangalore,Flight,Net Banking,8349.37,Confirmed
4568,2025-07-28,4362,Customer_6389,Hyderabad,Bus,Net Banking,12866.41,Confirmed
4569,2025-05-06,3350,Customer_7473,Chennai,Flight,UPI,15272.68,Confirmed
4570,2025-08-23,2779,Customer_3627,Pune,Train,Debit Card,18715.3,Confirmed
4571,2025-05-02,4988,Customer_3978,Chennai,Hotel,Credit Card,20833.91,Pending
4572,2025-05-18,3448,Customer_7053,Pune,Flight,Debit Card,13138.71,Pending
4573,2025-04-25,3870,Customer_1977,Chennai,Train,Debit Card,10686.11,Confirmed
4574,2025-06-11,3910,Customer_7938,Pune,Bus,UPI,5300.57,Confirmed
4575,2025-07-20,5613,Customer_4929,Bangalore,Flight,Credit Card,15384.25,Confirmed
4576,2025-08-22,5260,Customer_3670,Mumbai,Flight,Credit Card,13971.99,Confirmed
4577,2025-01-28,3072,Customer_4193,Kolkata,Bus,Debit Card,7633.43,Pending
4578,2025-01-11,4807,Customer_6096,Delhi,Train,Net Banking,11431.99,Confirmed
4579,2025-07-25,5224,Customer_938,Chennai,Train,Debit Card,18621.45,Confirmed
4580,2025-06-16,3864,Customer_7098,Delhi,Train,UPI,15863.46,Confirmed
4581,2025-09-04,4618,Customer_5597,Pune,Train,Net Banking,12302.65,Confirmed
4582,2025-02-16,2017,Customer_1290,Delhi,Hotel,UPI,7171.75,Pending
4583,2025-09-03,5690,Customer_4671,Pune,Train,Net Banking,16866.11,Confirmed
4584,2025-05-07,2332,Customer_2151,Delhi,Bus,Net Banking,15877.62,Confirmed
4585,2025-05-27,3483,Customer_7422,Pune,Train,Net Banking,11726.72,Confirmed
4586,2025-04-28,1181,Customer_7623,Bangalore,Flight,Credit Card,6343.84,Confirmed
4587,2025-06-01,5839,Customer_4925,Pune,Flight,Net Banking,4784.47,Pending
4588,2025-03-13,2838,Customer_513,Delhi,Flight,Credit Card,8815.29,Confirmed
4589,2025-12-29,3451,Customer_4762,Hyderabad,Flight,UPI,22763.51,Confirmed
4590,2025-05-17,2952,Customer_1517,Kolkata,Hotel,Net Banking,18970.22,Confirmed
4591,2025-06-24,5700,Customer_5381,Pune,Flight,Net Banking,22331.21,Confirmed
4592,2025-10-16,1262,Customer_2083,Bangalore,Flight,Net Banking,21143.68,Confirmed
4593,2025-01-19,1660,Customer_1405,Bangalore,Bus,UPI,11742.62,Confirmed
4594,2025-07-14,2315,Customer_4493,Hyderabad,Hotel,Debit Card,13495.84,Pending
4595,2025-11-26,3919,Customer_6171,Mumbai,Train,Debit Card,4654.86,Confirmed
4596,2025-06-24,5917,Customer_1932,Mumbai,Bus,UPI,18161.37,Confirmed
4597,2025-12-20,3194,Customer_1886,Pune,Flight,UPI,10837.75,Pending
4598,2025-05-21,3072,Customer_2354,Chennai,Flight,UPI,4451.09,Confirmed
4599,2025-09-03,3019,Customer_3808,Mumbai,Flight,Debit Card,2836.19,Confirmed
4600,2025-04-03,3740,Customer_2747,Kolkata,Hotel,Credit Card,17555.3,Confirmed
4601,2025-08-27,1815,Customer_5791,Chennai,Flight,UPI,12313.97,Confirmed
4602,2025-07-24,5777,Customer_581,Kolkata,Bus,Debit Card,720.39,Pending
4603,2025-02-17,4418,Customer_2213,Delhi,Bus,Credit Card,20700.63,Confirmed
4604,2025-09-02,5097,Customer_3330,Chennai,Hotel,Net Banking,15676.82,Confirmed
4605,2025-11-16,4717,Customer_102,Mumbai,Flight,Net Banking,1440.22,Pending
4606,2025-11-13,5734,Customer_4551,Chennai,Flight,UPI,7964.78,Confirmed
4607,2025-10-22,4629,Customer_4289,Bangalore,Flight,Credit Card,18198.94,Confirmed
4608,2025-05-08,3753,Customer_3843,Kolkata,Hotel,Debit Card,1946.23,Pending
4609,2025-12-10,4367,Customer_2964,Mumbai,Hotel,Net Banking,18538.19,Confirmed
4610,2025-10-09,5685,Customer_4994,Kolkata,Flight,Net Banking,12869.93,Confirmed
4611,2025-01-17,1201,Customer_4906,Chennai,Bus,Debit Card,19680.01,Confirmed
4612,2025-03-12,2004,Customer_299,Mumbai,Hotel,Net Banking,21453.3,Cancelled
4613,2025-09-26,2312,Customer_4117,Kolkata,Hotel,Net Banking,19310.08,Confirmed
4614,2025-11-21,3025,Customer_45,Hyderabad,Bus,UPI,2412.84,Confirmed
4615,2025-10-09,4133,Customer_7648,Mumbai,Bus,Credit Card,11779.15,Confirmed
4616,2025-11-01,4573,Customer_2544,Kolkata,Flight,Credit Card,8309.02,Cancelled
4617,2025-01-07,5221,Customer_3860,Hyderabad,Flight,Credit Card,12958.06,Confirmed
4618,2025-11-10,4671,Customer_4779,Chennai,Flight,Credit Card,24162.15,Confirmed
4619,2025-11-01,5941,Customer_5810,Hyderabad,Flight,Debit Card,3547.71,Confirmed
4620,2025-04-13,2796,Customer_6367,Mumbai,Train,Credit Card,21707.16,Confirmed
4621,2025-11-05,5274,Customer_4395,Bangalore,Hotel,UPI,24775.9,Confirmed
4622,2025-07-12,2604,Customer_3553,Hyderabad,Bus,Debit Card,24755.54,Cancelled
4623,2025-08-29,2902,Customer_7192,Mumbai,Train,UPI,20018.89,Confirmed
4624,2025-03-03,4999,Customer_5458,Bangalore,Train,Net Banking,11906.72,Confirmed
4625,2025-01-17,5588,Customer_3156,Delhi,Train,Credit Card,4861.02,Confirmed
4626,2025-06-20,4504,Customer_3132,Pune,Flight,Credit Card,15401.22,Pending
4627,2025-01-25,3619,Customer_288,Hyderabad,Bus,Debit Card,15454.13,Confirmed
4628,2025-09-08,3349,Customer_3706,Hyderabad,Flight,Credit Card,8252.65,Confirmed
4629,2025-09-10,5364,Customer_517,Chennai,Bus,UPI,15612.14,Confirmed
4630,2025-07-26,5719,Customer_7042,Delhi,Flight,Debit Card,3355.41,Pending
4631,2025-01-29,3672,Customer_2202,Chennai,Bus,Credit Card,16033.21,Confirmed
4632,2025-04-27,1818,Customer_6425,Chennai,Flight,UPI,22469.7,Confirmed
4633,2025-10-09,3677,Customer_6578,Mumbai,Hotel,Net Banking,12065.6,Confirmed
4634,2025-05-24,1547,Customer_4438,Kolkata,Flight,Credit Card,19231.79,Confirmed
4635,2025-01-25,5432,Customer_4182,Chennai,Bus,Credit Card,16073.19,Confirmed
4636,2025-11-06,1358,Customer_3659,Kolkata,Train,Credit Card,575.07,Confirmed
4637,2025-06-05,4361,Customer_6923,Hyderabad,Flight,Net Banking,3488.96,Confirmed
4638,2025-03-14,2924,Customer_4287,Chennai,Hotel,Credit Card,19483.47,Confirmed
4639,2025-04-30,5911,Customer_3324,Bangalore,Hotel,Net Banking,1491.1,Confirmed
4640,2025-11-08,5455,Customer_4077,Hyderabad,Flight,UPI,23928.07,Confirmed
4641,2025-11-17,5442,Customer_5188,Pune,Train,Debit Card,22404.87,Confirmed
4642,2025-04-03,5647,Customer_3937,Mumbai,Bus,UPI,9378.19,Cancelled
4643,2025-03-27,3701,Customer_1170,Chennai,Bus,UPI,8104.4,Cancelled
4644,2025-12-02,2930,Customer_991,Bangalore,Bus,Debit Card,15516.83,Pending
4645,2025-12-30,1421,Customer_4972,Pune,Train,Debit Card,15488.92,Confirmed
4646,2025-04-28,1335,Customer_3706,Kolkata,Bus,Credit Card,2681.31,Pending
4647,2025-08-21,2526,Customer_6044,Bangalore,Train,Net Banking,5776.95,Confirmed
4648,2025-07-18,1056,Customer_7722,Hyderabad,Hotel,Credit Card,16093.43,Cancelled
4649,2025-07-25,4950,Customer_1852,Chennai,Hotel,UPI,20118.88,Cancelled
4650,2025-12-05,4147,Customer_2710,Bangalore,Flight,Net Banking,5204.06,Confirmed
4651,2025-05-27,4537,Customer_4008,Chennai,Train,Credit Card,17697.34,Cancelled
4652,2025-09-28,1721,Customer_2622,Hyderabad,Bus,Debit Card,21826.64,Confirmed
4653,2025-05-19,5077,Customer_5375,Delhi,Flight,Debit Card,3386.23,Confirmed
4654,2025-06-30,1385,Customer_2179,Bangalore,Train,Credit Card,11258.03,Confirmed
4655,2025-01-30,3817,Customer_839,Mumbai,Train,Net Banking,21338.61,Confirmed
4656,2025-02-26,3887,Customer_5055,Kolkata,Hotel,UPI,9580.36,Confirmed
4657,2025-08-20,3719,Customer_5497,Chennai,Flight,Net Banking,7101.7,Confirmed
4658,2025-05-26,1259,Customer_1556,Pune,Flight,Credit Card,18767.56,Confirmed
4659,2025-02-17,5488,Customer_1223,Hyderabad,Bus,Debit Card,10319.06,Cancelled
4660,2025-07-13,1599,Customer_4935,Hyderabad,Hotel,Debit Card,17804.64,Confirmed
4661,2025-08-12,4255,Customer_6365,Pune,Train,UPI,3596.58,Pending
4662,2025-05-16,2039,Customer_2044,Mumbai,Hotel,Debit Card,14061.02,Confirmed
4663,2025-01-22,5048,Customer_1434,Delhi,Train,UPI,9796.79,Confirmed
4664,2025-01-06,1755,Customer_6787,Chennai,Flight,UPI,24933.97,Confirmed
4665,2025-07-23,4577,Customer_7339,Delhi,Hotel,Net Banking,14989.09,Confirmed
4666,2025-08-27,4157,Customer_1169,Kolkata,Bus,Net Banking,17213.05,Confirmed
4667,2025-07-04,3758,Customer_6632,Hyderabad,Train,Credit Card,3710.36,Confirmed
4668,2025-12-26,1476,Customer_6996,Bangalore,Flight,Credit Card,24803.25,Confirmed
4669,2025-10-19,2599,Customer_6498,Delhi,Hotel,UPI,1759.41,Pending
4670,2025-12-01,3359,Customer_7349,Bangalore,Bus,Credit Card,2235.5,Confirmed
4671,2025-08-08,2261,Customer_948,Mumbai,Hotel,Debit Card,2355.51,Confirmed
4672,2025-04-26,2582,Customer_161,Hyderabad,Train,UPI,21829.72,Confirmed
4673,2025-11-09,3838,Customer_4560,Bangalore,Bus,UPI,18350.44,Cancelled
4674,2025-02-18,5825,Customer_3132,Chennai,Train,Credit Card,24339.8,Confirmed
4675,2025-06-22,4570,Customer_6359,Hyderabad,Flight,Net Banking,2130.73,Pending
4676,2025-03-23,2498,Customer_2628,Mumbai,Bus,UPI,17446.05,Confirmed
4677,2025-11-18,1748,Customer_6072,Chennai,Hotel,UPI,13565.1,Confirmed
4678,2025-11-29,5811,Customer_5312,Hyderabad,Flight,Net Banking,16158.84,Confirmed
4679,2025-02-14,3386,Customer_2536,Delhi,Hotel,Net Banking,13066.45,Confirmed
4680,2025-12-01,1530,Customer_2273,Kolkata,Flight,UPI,17046.0,Confirmed
4681,2025-01-20,5787,Customer_3464,Pune,Hotel,Credit Card,22722.95,Confirmed
4682,2025-08-09,3209,Customer_4805,Hyderabad,Train,UPI,14893.11,Confirmed
4683,2025-05-03,5063,Customer_161,Chennai,Train,UPI,22462.19,Pending
4684,2025-08-22,4868,Customer_1785,Bangalore,Flight,UPI,19662.98,Confirmed
4685,2025-08-09,2108,Customer_1945,Kolkata,Flight,Credit Card,21690.64,Confirmed
4686,2025-11-19,1489,Customer_6599,Bangalore,Bus,Net Banking,16651.65,Confirmed
4687,2025-12-05,1004,Customer_3183,Hyderabad,Flight,UPI,13205.84,Confirmed
4688,2025-01-03,1075,Customer_3975,Hyderabad,Flight,Net Banking,2204.08,Cancelled
4689,2025-07-01,3728,Customer_7227,Mumbai,Bus,UPI,20955.11,Confirmed
4690,2025-07-25,1472,Customer_6689,Delhi,Flight,Credit Card,6429.26,Confirmed
4691,2025-11-16,4209,Customer_3625,Mumbai,Hotel,UPI,1398.19,Pending
4692,2025-02-09,2381,Customer_3745,Pune,Train,UPI,13217.24,Confirmed
4693,2025-02-28,1837,Customer_6173,Mumbai,Bus,Net Banking,15996.63,Confirmed
4694,2025-03-03,1602,Customer_767,Bangalore,Bus,UPI,16714.87,Confirmed
4695,2025-05-12,2186,Customer_2028,Bangalore,Flight,UPI,16908.04,Confirmed
4696,2025-03-01,2481,Customer_4007,Chennai,Train,UPI,16516.2,Pending
4697,2025-11-27,4272,Customer_185,Pune,Bus,Net Banking,20300.71,Cancelled
4698,2025-05-02,1231,Customer_1897,Pune,Hotel,Debit Card,19349.36,Confirmed
4699,2025-04-17,1327,Customer_3296,Mumbai,Flight,Net Banking,20414.43,Confirmed
4700,2025-04-06,1949,Customer_2405,Kolkata,Train,UPI,11776.42,Confirmed
4701,2025-12-13,2886,Customer_2540,Chennai,Flight,Debit Card,2039.06,Confirmed
4702,2025-08-23,5095,Customer_733,Hyderabad,Flight,Net Banking,16169.62,Confirmed
4703,2025-03-03,3297,Customer_5952,Chennai,Hotel,Net Banking,5650.26,Cancelled
4704,2025-09-13,2307,Customer_1622,Bangalore,Hotel,Debit Card,21558.28,Confirmed
4705,2025-02-18,1197,Customer_578,Mumbai,Hotel,Debit Card,18180.81,Pending
4706,2025-12-14,5511,Customer_2162,Bangalore,Bus,Debit Card,19263.81,Cancelled
4707,2025-06-08,3779,Customer_378,Hyderabad,Train,Debit Card,7517.34,Cancelled
4708,2025-05-04,4336,Customer_3849,Delhi,Bus,Credit Card,16009.83,Confirmed
4709,2025-11-13,2338,Customer_1309,Kolkata,Flight,Credit Card,13438.06,Confirmed
4710,2025-07-26,2691,Customer_4193,Pune,Train,Credit Card,7077.07,Confirmed
4711,2025-02-17,1215,Customer_842,Mumbai,Train,Debit Card,20399.53,Confirmed
4712,2025-05-16,2649,Customer_2172,Bangalore,Flight,UPI,13973.98,Cancelled
4713,2025-07-20,3862,Customer_156,Delhi,Flight,UPI,5174.31,Confirmed
4714,2025-09-07,1609,Customer_6254,Hyderabad,Bus,UPI,7978.55,Confirmed
4715,2025-11-10,3558,Customer_4149,Delhi,Hotel,Net Banking,6064.13,Confirmed
4716,2025-12-23,1917,Customer_7342,Bangalore,Hotel,UPI,8153.8,Cancelled
4717,2025-11-14,5252,Customer_1703,Bangalore,Flight,Credit Card,5110.15,Confirmed
4718,2025-10-22,1161,Customer_2636,Hyderabad,Hotel,Debit Card,9592.9,Confirmed
4719,2025-11-10,5137,Customer_3386,Hyderabad,Train,Net Banking,17502.59,Confirmed
4720,2025-07-28,3811,Customer_4822,Delhi,Bus,Credit Card,24002.84,Confirmed
4721,2025-12-21,4421,Customer_5814,Delhi,Hotel,UPI,5658.13,Cancelled
4722,2025-07-30,5215,Customer_1414,Pune,Flight,Debit Card,7845.83,Confirmed
4723,2025-07-11,2098,Customer_45,Pune,Flight,UPI,552.76,Confirmed
4724,2025-02-13,3721,Customer_5032,Bangalore,Hotel,Credit Card,6019.96,Pending
4725,2025-01-29,3708,Customer_1687,Hyderabad,Flight,Credit Card,10752.07,Confirmed
4726,2025-02-28,1122,Customer_5237,Chennai,Flight,Credit Card,11812.57,Confirmed
4727,2025-03-12,3700,Customer_2170,Hyderabad,Train,UPI,7025.12,Confirmed
4728,2025-04-02,4253,Customer_6626,Mumbai,Bus,Debit Card,4182.91,Cancelled
4729,2025-09-22,4061,Customer_3242,Mumbai,Bus,Debit Card,14295.21,Confirmed
4730,2025-08-08,4961,Customer_2726,Hyderabad,Hotel,Net Banking,10525.14,Confirmed
4731,2025-08-03,1788,Customer_1424,Delhi,Train,Net Banking,10943.51,Confirmed
4732,2025-10-04,1256,Customer_4015,Mumbai,Train,Net Banking,22427.02,Cancelled
4733,2025-03-05,5025,Customer_5781,Kolkata,Train,Credit Card,14255.35,Confirmed
4734,2025-12-12,4654,Customer_4596,Pune,Train,Debit Card,10014.32,Pending
4735,2025-10-19,4251,Customer_74,Bangalore,Flight,UPI,6717.85,Confirmed
4736,2025-09-02,4589,Customer_3019,Bangalore,Hotel,Debit Card,11000.64,Pending
4737,2025-03-03,5775,Customer_6293,Kolkata,Bus,UPI,21615.78,Confirmed
4738,2025-11-28,1607,Customer_1561,Kolkata,Bus,Net Banking,24144.95,Pending
4739,2025-06-19,5426,Customer_892,Bangalore,Train,Credit Card,9742.15,Pending
4740,2025-09-26,4927,Customer_3133,Pune,Bus,Credit Card,5620.06,Confirmed
4741,2025-09-24,3152,Customer_1890,Hyderabad,Hotel,Net Banking,22905.73,Confirmed
4742,2025-02-23,1546,Customer_5174,Mumbai,Bus,Credit Card,4038.71,Confirmed
4743,2025-01-16,5888,Customer_1247,Delhi,Flight,Net Banking,7785.94,Confirmed
4744,2025-01-08,2904,Customer_3803,Pune,Train,Debit Card,5501.58,Confirmed
4745,2025-04-14,2682,Customer_473,Pune,Bus,UPI,14362.82,Confirmed
4746,2025-02-28,1488,Customer_5436,Bangalore,Hotel,Credit Card,10511.71,Cancelled
4747,2025-11-09,2822,Customer_2218,Kolkata,Bus,Net Banking,7535.58,Confirmed
4748,2025-02-09,4121,Customer_701,Pune,Hotel,UPI,19314.24,Confirmed
4749,2025-08-25,4774,Customer_2080,Pune,Flight,Net Banking,16770.86,Cancelled
4750,2025-04-04,4072,Customer_53,Delhi,Bus,Credit Card,24890.03,Confirmed
4751,2025-08-10,4452,Customer_2988,Pune,Train,UPI,8143.71,Cancelled
4752,2025-07-23,1649,Customer_139,Bangalore,Hotel,Credit Card,21209.39,Confirmed
4753,2025-05-18,1647,Customer_1398,Pune,Flight,UPI,7911.43,Cancelled
4754,2025-10-27,1380,Customer_7215,Hyderabad,Train,UPI,721.42,Cancelled
4755,2025-07-26,3066,Customer_2138,Bangalore,Flight,Net Banking,4196.99,Confirmed
4756,2025-12-02,2863,Customer_828,Hyderabad,Bus,UPI,12957.53,Confirmed
4757,2025-03-22,3290,Customer_2084,Kolkata,Flight,Debit Card,20345.23,Confirmed
4758,2025-08-06,5224,Customer_7160,Mumbai,Flight,Credit Card,1906.61,Cancelled
4759,2025-01-02,2199,Customer_2977,Kolkata,Hotel,Net Banking,20884.36,Confirmed
4760,2025-06-27,5504,Customer_1249,Kolkata,Hotel,UPI,18043.82,Pending
4761,2025-12-12,5887,Customer_4650,Mumbai,Train,Debit Card,1345.72,Cancelled
4762,2025-10-06,3990,Customer_4836,Delhi,Train,Debit Card,3104.25,Confirmed
4763,2025-05-26,2107,Customer_4365,Pune,Hotel,Debit Card,2352.93,Pending
4764,2025-11-14,4447,Customer_5006,Bangalore,Bus,Net Banking,17135.33,Confirmed
4765,2025-08-12,1221,Customer_186,Mumbai,Flight,UPI,14245.23,Confirmed
4766,2025-03-03,2439,Customer_3443,Pune,Bus,UPI,9292.03,Confirmed
4767,2025-10-21,1617,Customer_4965,Chennai,Bus,Debit Card,2663.63,Confirmed
4768,2025-08-27,3570,Customer_7403,Chennai,Train,Net Banking,10128.05,Confirmed
4769,2025-07-14,3755,Customer_3194,Delhi,Hotel,Credit Card,17213.24,Confirmed
4770,2025-06-15,3790,Customer_6568,Pune,Flight,UPI,2788.59,Confirmed
4771,2025-08-10,4942,Customer_4929,Kolkata,Bus,UPI,21486.33,Cancelled
4772,2025-03-02,4309,Customer_1413,Mumbai,Bus,Credit Card,2041.26,Confirmed
4773,2025-05-09,5054,Customer_7070,Hyderabad,Bus,UPI,15400.75,Cancelled
4774,2025-06-22,1224,Customer_3189,Pune,Bus,Credit Card,5134.12,Pending
4775,2025-06-05,3241,Customer_5586,Chennai,Hotel,Credit Card,2745.17,Cancelled
4776,2025-04-20,5152,Customer_7597,Pune,Bus,UPI,9196.8,Confirmed
4777,2025-09-26,4696,Customer_2917,Mumbai,Train,Debit Card,16839.74,Confirmed
4778,2025-12-22,4350,Customer_1016,Hyderabad,Hotel,UPI,3465.8,Confirmed
4779,2025-10-05,4827,Customer_4538,Bangalore,Flight,Debit Card,12154.58,Cancelled
4780,2025-03-15,2403,Customer_4135,Kolkata,Bus,UPI,10449.62,Cancelled
4781,2025-07-26,5212,Customer_7052,Pune,Hotel,Net Banking,10972.63,Cancelled
4782,2025-10-06,1409,Customer_7330,Mumbai,Hotel,Debit Card,23613.71,Cancelled
4783,2025-11-22,2916,Customer_5741,Bangalore,Bus,Credit Card,9051.23,Cancelled
4784,2025-12-06,4438,Customer_5646,Chennai,Hotel,Debit Card,24794.91,Pending
4785,2025-12-23,5067,Customer_4262,Bangalore,Bus,Debit Card,13690.58,Cancelled
4786,2025-12-06,3859,Customer_1936,Chennai,Train,UPI,21140.78,Cancelled
4787,2025-07-23,2983,Customer_1469,Delhi,Train,Net Banking,9047.18,Confirmed
4788,2025-06-10,3051,Customer_4539,Delhi,Hotel,Credit Card,2576.96,Confirmed
4789,2025-01-28,4701,Customer_4427,Chennai,Train,Net Banking,2567.89,Confirmed
4790,2025-09-14,1022,Customer_5089,Hyderabad,Hotel,Debit Card,14566.66,Confirmed
4791,2025-06-14,3968,Customer_1359,Delhi,Train,Net Banking,23282.94,Cancelled
4792,2025-03-04,1744,Customer_5232,Kolkata,Flight,Net Banking,2244.91,Confirmed
4793,2025-01-22,1601,Customer_1770,Hyderabad,Bus,Net Banking,17383.37,Confirmed
4794,2025-03-11,4035,Customer_2762,Hyderabad,Flight,Debit Card,14299.65,Confirmed
4795,2025-04-06,2842,Customer_2883,Hyderabad,Hotel,Net Banking,16480.14,Pending
4796,2025-06-12,3674,Customer_6283,Mumbai,Bus,Net Banking,5780.75,Confirmed
4797,2025-03-20,5176,Customer_5899,Pune,Flight,UPI,2227.46,Confirmed
4798,2025-01-05,3662,Customer_5904,Kolkata,Bus,Credit Card,2330.84,Confirmed
4799,2025-11-12,1482,Customer_1190,Mumbai,Train,Debit Card,6544.76,Confirmed
4800,2025-04-30,5036,Customer_5534,Pune,Bus,Net Banking,5734.16,Cancelled
4801,2025-10-29,3639,Customer_1193,Pune,Flight,Net Banking,3595.76,Cancelled
4802,2025-06-27,4311,Customer_2817,Hyderabad,Flight,UPI,6984.73,Confirmed
4803,2025-06-25,5128,Customer_6268,Chennai,Flight,Credit Card,13582.36,Confirmed
4804,2025-08-05,5375,Customer_3622,Pune,Hotel,Debit Card,23763.09,Cancelled
4805,2025-02-25,4825,Customer_7026,Delhi,Flight,Net Banking,23095.58,Confirmed
4806,2025-07-06,3199,Customer_4857,Bangalore,Flight,Debit Card,7156.98,Confirmed
4807,2025-08-20,2682,Customer_5869,Mumbai,Hotel,Net Banking,2122.14,Pending
4808,2025-09-12,5796,Customer_5218,Mumbai,Train,Net Banking,24893.02,Pending
4809,2025-04-14,4608,Customer_7228,Kolkata,Flight,Debit Card,12172.0,Cancelled
4810,2025-03-18,2018,Customer_1043,Bangalore,Bus,Debit Card,24468.38,Confirmed
4811,2025-08-18,5760,Customer_5244,Hyderabad,Train,Net Banking,13672.23,Confirmed
4812,2025-09-15,3970,Customer_226,Kolkata,Train,Debit Card,22215.84,Confirmed
4813,2025-09-21,2311,Customer_1979,Kolkata,Bus,Credit Card,11456.91,Confirmed
4814,2025-11-27,2418,Customer_6756,Pune,Bus,Debit Card,15739.56,Cancelled
4815,2025-07-01,3500,Customer_6468,Kolkata,Hotel,Debit Card,13625.64,Confirmed
4816,2025-09-13,3667,Customer_3978,Bangalore,Flight,Debit Card,5886.99,Confirmed
4817,2025-02-07,2386,Customer_5137,Hyderabad,Bus,Debit Card,19213.06,Confirmed
4818,2025-06-25,2144,Customer_3832,Kolkata,Hotel,Net Banking,1842.74,Confirmed
4819,2025-01-27,3063,Customer_7248,Mumbai,Hotel,UPI,9379.09,Confirmed
4820,2025-10-03,5834,Customer_2645,Kolkata,Train,Net Banking,21812.62,Pending
4821,2025-05-20,2546,Customer_1884,Bangalore,Hotel,Net Banking,12815.75,Pending
4822,2025-10-26,3145,Customer_5576,Pune,Hotel,Credit Card,2402.31,Confirmed
4823,2025-10-14,3163,Customer_541,Chennai,Hotel,Net Banking,5584.49,Confirmed
4824,2025-04-01,4012,Customer_646,Delhi,Train,Net Banking,3186.17,Cancelled
4825,2025-03-02,5444,Customer_5086,Delhi,Bus,Credit Card,7302.02,Pending
4826,2025-12-31,5327,Customer_4802,Delhi,Hotel,Credit Card,4550.14,Pending
4827,2025-12-13,4182,Customer_4727,Bangalore,Flight,Debit Card,17942.79,Confirmed
4828,2025-06-12,4423,Customer_7546,Kolkata,Train,Net Banking,16655.94,Confirmed
4829,2025-12-17,5001,Customer_7023,Kolkata,Bus,Credit Card,3809.43,Cancelled
4830,2025-05-23,4559,Customer_4287,Pune,Hotel,Net Banking,11402.28,Confirmed
4831,2025-09-10,2556,Customer_1689,Hyderabad,Train,Net Banking,7748.12,Confirmed
